Stock_ID,Symbol,Company Name,Stock Price,Category,Combined_Fitness_Score,Intrinsic Value,percent_from_instrinsic_value,Rev Gr. Next Y,Lower_limit,Upper_limit,normalized_fitness_score,normalized_percent_change_from_instrinsic_value,normalized_Rev_Gr_Next_Y
220,TGT,Target Corporation,169,1,1.99,56.8669017,-198.45,-0.55,2,512,0.2311977715877437,0.8081585940682404,0.4300549176235646
130,LEN.B,Lennar,132,2,3.14,128.5078808,-3.12,4.44,1,511,0.551532033426184,0.9344558027660854,0.4798801797304043
387,PNR,Pentair plc,81,3,3.24,22.85078127,-255.44,4.78,3,513,0.5793871866295265,0.7713097847522614,0.4832750873689465
263,FDX,FedEx Corporation,247,1,2.64,84.137173,-194.38,4.35,1,514,0.4122562674094708,0.8107901900309714,0.4789815277084373
357,ROL,"Rollins, Inc.",55,2,2.83,11.99448395,-278.92,8.78,2,512,0.4651810584958218,0.7561279977240251,0.5232151772341488
347,RCI,Rogers Communications Inc.,54,2,2.24,22.095,-100.0,0.8,1,511,0.3008356545961004,0.8718147666802449,0.4435346979530703
400,TFII,TFI International Inc.,148,3,2.72,113.8493783,-30.58,11.77,2,512,0.4345403899721449,0.9167006123148346,0.5530703944083873
326,PUK,Prudential plc,50,2,1.74,7.49339603,-171.04,11.24,4,514,0.1615598885793872,0.82588145533076,0.5477783325012481
267,NSC,Norfolk Southern Corporation,259,1,2.78,129.77,-100.0,4.05,1,513,0.4512534818941504,0.8718147666802449,0.4759860209685471
312,LYB,LyondellBasell Industries N.V.,98,2,2.17,98.28366695,-0.67,-14.6,3,513,0.2813370473537604,0.9360399330139209,0.2897653519720419
113,TRV,The Travelers Companies,185,2,2.32,379.728639,51.22,9.22,2,512,0.3231197771587744,0.9695911650793037,0.5276085871193209
180,HOLX,Hologic,71,3,2.48,87.75882873,19.06,5.61,2,515,0.3676880222841226,0.9487970308873068,0.491562656015976
416,FFIV,"F5, Inc.",192,3,2.77,181.4228847,-6.34,4.22,2,512,0.4484679665738162,0.9323738030117872,0.4776834747878182
311,DLTR,"Dollar Tree, Inc.",147,2,2.13,73.955,-100.0,3.2,4,514,0.2701949860724234,0.8718147666802449,0.4674987518721917
302,EXR,Extra Space Storage Inc.,150,2,3.39,75.3,-100.0,5.74,1,511,0.6211699164345406,0.8718147666802449,0.492860708936595
441,MSM,"MSC Industrial Direct Co., Inc.",99,3,2.74,108.9406816,9.12,5.31,1,511,0.4401114206128134,0.9423699881675168,0.4885671492760858
330,RMD,ResMed Inc.,188,2,2.88,80.78951392,-133.25,6.28,1,511,0.4791086350974931,0.8503158561739051,0.4982526210683973
234,DUK,Duke Energy Corporation,94,1,1.91,47.47,-100.0,3.61,1,511,0.2089136490250696,0.8718147666802449,0.4715926110833748
292,VMC,Vulcan Materials Company,266,2,2.83,43.13057542,-518.35,7.65,3,513,0.4651810584958218,0.60131644456514,0.511932101847229
165,DECK,Deckers Outdoor,719,2,3.45,442.8280361,-62.43,10.61,1,512,0.637883008356546,0.8961069190929722,0.5414877683474787
137,GIS,General Mills,67,2,2.55,17.84930372,-280.07,1.82,1,511,0.3871866295264624,0.7553844263832044,0.4537194208686969
198,AMT,American Tower Corporation,207,1,1.92,8.186925552,-2432.21,-0.68,1,511,0.2116991643454039,0.0,0.4287568647029455
259,EMR,Emerson Electric Co.,110,1,3.05,0.1,-110050.0,4.99,3,512,0.5264623955431755,0.0,0.4853719420868697
233,CMG,"Chipotle Mexican Grill, Inc.",2686,1,3.4,611.8823726,,13.44,1,511,0.6239554317548748,0.0,0.5697453819271092
116,ODFL,Old Dominion Freight Line,384,2,3.12,57.45025923,-568.51,12.09,2,512,0.5459610027855154,0.5688838024298618,0.5562656015976035
121,IQV,IQVIA Holdings,225,2,2.45,50.40478953,-348.27,4.7,2,512,0.3593314763231198,0.7112874129536594,0.4824762855716425
413,REG,Regency Centers Corporation,61,3,2.51,1.706985982,-3524.52,3.33,1,511,0.3760445682451253,0.0,0.4687968047928107
225,MELI,"MercadoLibre, Inc.",1512,1,2.9,3683.954105,,22.16,1,513,0.4846796657381615,0.0,0.6568147778332502
371,LECO,"Lincoln Electric Holdings, Inc.",254,3,2.79,88.74568405,-186.7,4.89,2,512,0.4540389972144847,0.8157559534201049,0.4843734398402396
438,QGEN,Qiagen N.V.,50,3,2.4,20.01755167,-122.11,6.63,3,513,0.3454038997214484,0.8575187994232474,0.5017473789316026
128,GWW,W.W. Grainger,818,2,3.01,219.405481,-273.19,6.03,1,513,0.5153203342618384,0.7598329227526364,0.4957563654518222
286,VEEV,Veeva Systems Inc.,227,2,3.47,124.921508,-82.35,13.6,2,512,0.6434540389972147,0.8832269703024073,0.5713429855217174
380,NBIX,"Neurocrine Biosciences, Inc.",139,3,3.75,206.9803848,32.74,16.16,2,514,0.7214484679665738,0.957642296924201,0.5969046430354468
108,AEP,American Electric Power Company,83,2,2.09,41.785,-100.0,4.3,2,512,0.2590529247910863,0.8718147666802449,0.4784822765851222
341,NTR,Nutrien Ltd.,52,2,2.84,34.41965798,-53.69,2.63,2,512,0.467966573816156,0.90175806128321,0.4618072890664004
298,GPN,Global Payments Inc.,129,2,2.96,294.6505044,56.01,7.18,3,513,0.5013927576601671,0.9726883013597656,0.5072391412880678
134,DASH,DoorDash,100,2,1.49,32.89835183,-205.27,17.66,3,513,0.0919220055710306,0.8037488927252859,0.6118821767348976
334,TSCO,Tractor Supply Company,250,2,2.59,26.81154541,-834.26,6.26,4,514,0.3983286908077994,0.3970541643228004,0.4980529206190713
45,INTC,Intel,54,1,1.99,22.285,-100.0,13.35,3,513,0.2311977715877437,0.8718147666802449,0.5688467299051423
422,DINO,HF Sinclair Corporation,56,3,1.92,0.1,-56260.0,-2.59,2,512,0.2116991643454039,0.0,0.4096854717923115
66,TXN,Texas Instruments,161,1,2.77,12.72022199,-1172.07,0.82,3,513,0.4484679665738162,0.1786316994161348,0.4437343984023963
284,WDS,Woodside Energy Group Ltd,59,2,1.82,2.643239769,-646.05,4.08,2,512,0.1838440111420613,0.518747696545303,0.4762855716425361
86,UL,Unilever,48,1,2.26,25.594848,-87.97,3.21,4,514,0.3064066852367688,0.8795931694890048,0.4675986020968546
243,PH,Parker-Hannifin Corporation,537,1,3.17,193.5014772,-177.7,4.64,1,511,0.5598885793871866,0.8215752073917457,0.4818771842236644
187,DE,Deere & Company,374,1,3.05,0.1,-374000.0,1.69,1,514,0.5264623955431755,0.0,0.4524213679480778
160,STLD,Steel Dynamics,115,2,2.8,0.1,-115260.0,-8.34,2,512,0.4568245125348189,0.0,0.3522715926110834
13,TSM,Taiwan Semiconductor Manufacturing Company,102,1,3.82,29.47539544,-246.46,21.35,1,512,0.7409470752089137,0.7771161070484097,0.6487269096355466
36,MCD,McDonald's,295,1,2.54,88.66607355,-233.76,6.02,2,512,0.3844011142061281,0.7853277209861695,0.4956565152271592
29,KO,The Coca-Cola Company,59,1,2.49,22.92905633,-161.37,3.36,3,513,0.3704735376044569,0.8321339204314007,0.4690963554667997
171,WMG,Warner Music Group,53,3,1.92,10.99705183,-208.99,5.53,1,511,0.2116991643454039,0.8013436010836744,0.4907638542186719
143,ILMN,Illumina,126,2,1.39,6.014087136,-2006.22,1.52,3,513,0.064066852367688,0.0,0.4507239141288067
394,KMX,"CarMax, Inc.",81,3,2.37,40.885,-100.0,2.07,2,512,0.3370473537604457,0.8718147666802449,0.456215676485272
429,CUBE,CubeSmart,55,3,3.2,5.484676061,-729.77,6.09,5,515,0.5682451253481895,0.4646157029335506,0.4963554667998002
222,ITW,Illinois Tool Works Inc.,261,1,2.26,82.05330825,-218.31,3.56,1,511,0.3064066852367688,0.7953174403041531,0.4710933599600598
96,SYK,Stryker,298,1,3.06,83.1488387,-259.03,7.56,1,511,0.5292479108635099,0.7689885490013514,0.5110334498252621
52,WFC,Wells Fargo & Company,53,1,2.42,68.9290094,30.71,-2.08,1,511,0.350974930362117,0.9563297318617088,0.4147778332501248
241,BDX,"Becton, Dickinson and Company",239,1,1.76,337.3467943,28.89,5.87,3,513,0.1671309192200557,0.955152949391888,0.4941587618572141
343,ZBH,"Zimmer Biomet Holdings, Inc.",126,2,2.0,36.4521706,-247.69,4.71,2,512,0.233983286908078,0.7763208090056187,0.4825761357963055
455,SMPL,The Simply Good Foods Company,53,3,3.03,24.93151778,-34.29,5.27,2,512,0.520891364902507,0.9143017865109692,0.4881677483774338
179,NTRS,Northern Trust,82,3,2.29,252.911716,67.24,1.01,1,516,0.3147632311977716,0.9799494371488242,0.4456315526709934
42,TMO,Thermo Fisher Scientific,518,1,3.16,154.6364333,-235.33,0.32,2,512,0.5571030640668524,0.7843125844600056,0.438741887169246
358,FE,FirstEnergy Corp.,58,2,2.09,19.045,-100.0,4.38,4,514,0.2590529247910863,0.8718147666802449,0.4792810783824263
207,SHW,The Sherwin-Williams Company,340,1,2.09,58.43424094,-483.03,4.53,2,512,0.2590529247910863,0.6241537834849572,0.4807788317523714
